cg_iterations_median,cg_iterations_p95,continuous_wall_mean_s,continuous_wall_median_s,continuous_wall_p95_s,continuous_wall_std_s,failed_group_id,family,fvm_assembly_s_mean,fvm_assembly_s_median,fvm_assembly_s_p95,fvm_solve_s_mean,fvm_solve_s_median,fvm_solve_s_p95,gpu_model_over_cpu_fvm_speedup,graph_s_mean,graph_s_median,graph_s_p95,jit_forward_s_mean,jit_forward_s_median,jit_forward_s_p95,load_s_mean,load_s_median,load_s_p95,map_apply_s_mean,map_apply_s_median,map_apply_s_p95,map_build_s_mean,map_build_s_median,map_build_s_p95,output_s_mean,output_s_median,output_s_p95,peak_device_bytes,peak_ram_bytes,reason,resolution,route,sample_count,state,status
476.5,531.15,0.7088996882666834,0.7138146794750355,0.7323279778065626,0.019201623571682525,,p1i,0.0056197865087597165,0.005670062440913171,0.005968269717413932,0.06519738878341741,0.06492881901795045,0.07320538097992539,0.0715473922098989,,,,,,,0.004315402129577706,0.004326709022279829,0.004956629895605147,,,,,,,9.793742719921283e-05,9.352248162031174e-05,0.00013070497079752385,0,306307072,,32768,fvm,32,process_cold,passed
,,,,,,,p1i,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_applicable_under_frozen_contract,32768,fvm,32,new_topology,not_applicable_under_frozen_contract
476.5,531.15,0.06813685072120279,0.06723233603406698,0.07633275625412352,0.004274501387195296,,p1i,0.002114177848852705,0.001953861501533538,0.0026339165517129002,0.06312216571313911,0.06250088254455477,0.06979531373362988,,,,,,,,0.002828686232533073,0.002817336469888687,0.0034221348294522615,,,,,,,6.994523573666811e-05,6.853544618934393e-05,8.840475929901004e-05,0,376643584,,32768,fvm,32,known_topology_new_physics,passed
476.5,531.15,0.06406797862655367,0.06294126802822575,0.06950772100244648,0.00330769681786202,,p1i,2.152810338884592e-07,2.039596438407898e-07,2.9975199140608304e-07,0.06398133793845773,0.06286442995769903,0.06942869102349504,11.093921132098263,,,,,,,1.276643160963431e-06,1.2289965525269508e-06,1.851934939622879e-06,,,,,,,8.342033834196627e-05,8.220504969358444e-05,0.00010718554840423166,0,509001728,,32768,fvm,32,fully_cached,passed
,,10.008521802086761,9.976809180981945,10.227836894080975,0.1693143290387499,,p1i,,,,,,,0.0715473922098989,4.790618653754791,4.822288104449399,4.8701570485252885,3.955105986631679,3.9568899470032193,4.16098510363372,0.0006444884456868749,0.0006354325450956821,0.0007344151323195547,0.0006593520920432638,0.0006552080158144236,0.0007184810878243297,0.08084845506891725,0.08142337552271783,0.08423411857802421,9.241907901014201e-05,9.241100633516908e-05,9.956738213077188e-05,139217664,1909641216,,32768,production_reconstruction,32,process_cold,passed
,,1.6103037203647546,1.775329741940368,1.8997491308604366,0.29802624947833267,,p1i,,,,,,,,1.5256803400734498,1.6879737804993056,1.8134720741829369,0.0031896961882011965,0.002882621483877301,0.004786561394575983,0.000702323184668785,0.000697265553753823,0.0008197551942430437,0.0006517790970974602,0.0006366005400195718,0.000738747272407636,0.07996872130024713,0.08171065850183368,0.08357500971760601,7.913548688520677e-05,7.798848673701286e-05,8.747492101974785e-05,139173376,3810013184,,32768,production_reconstruction,32,new_topology,passed
,,,,,,,p1i,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_applicable_under_frozen_contract,32768,production_reconstruction,32,known_topology_new_physics,not_applicable_under_frozen_contract
,,0.005787047677586088,0.005673491570632905,0.006977274629753083,0.0006676638824029163,,p1i,,,,,,,11.093921132098263,1.9269245967734605e-06,1.8405262380838394e-06,2.4641165509819983e-06,0.0032889534340938553,0.0030114019755274057,0.004239787760889157,0.0007056479626044165,0.000679075950756669,0.0008134296804200858,0.0016751454095356166,0.0017753755091689527,0.0020202144572976978,2.559281711000949e-06,2.496002707630396e-06,3.2559502869844434e-06,7.981996895978227e-05,7.854046998545527e-05,9.37142060138285e-05,139176192,3893780480,,32768,production_reconstruction,32,fully_cached,passed
571.5,628.8,0.8168257972210995,0.8190727059845813,0.8533312656218186,0.025449366599527127,,p1i,0.01334491208763211,0.01325961243128404,0.014162471110466868,0.15886966490506893,0.15837370551889762,0.17532531035249121,0.0812883639557319,,,,,,,0.008043844125495525,0.007824494503438473,0.008916907297680155,,,,,,,0.0001454851299058646,0.00013544154353439808,0.00018736497149802743,0,318484480,,65536,fvm,32,process_cold,passed
,,,,,,,p1i,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_applicable_under_frozen_contract,65536,fvm,32,new_topology,not_applicable_under_frozen_contract
571.5,628.8,0.16871097796683898,0.16776274895528331,0.1865130664082244,0.009092217012831024,,p1i,0.005811104052554583,0.005374174506869167,0.0073896989459171876,0.1580004814604763,0.15782559104263783,0.17203862188616767,,,,,,,,0.0047835401601332705,0.004639625491108745,0.0059390778536908325,,,,,,,0.00011339931734255515,0.0001087979762814939,0.00013940389035269619,0,459255808,,65536,fvm,32,known_topology_new_physics,passed
571.5,628.8,0.15850096612120979,0.15708948799874634,0.17285648841643705,0.010102188363189575,,p1i,2.0678999135270715e-07,1.869630068540573e-07,3.7340214475989326e-07,0.15838029817678034,0.1569576389156282,0.17273494290420785,24.705688300081004,,,,,,,1.317701389780268e-06,1.2594973668456078e-06,1.7617770936340093e-06,,,,,,,0.00011721102055162191,0.00011712446575984359,0.00013628425658680497,0,728223744,,65536,fvm,32,fully_cached,passed
