sweep,route,mode,stage,median_s,p95_s,share_of_elapsed_median,measurement_count,execution_commit
K_only,U_v2_direct240825,fresh_new_case,query_group_pack,0.04855867987498641,0.07913076586555687,0.0502270966795792,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,reconstruction_apply,0.0003284213598817587,0.00041165642905980346,0.0003397055158189591,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,reconstruction_map,6.365589797496796e-07,1.0002870112657544e-06,6.584303671445394e-07,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,support_call_overhead,2.285931259393692e-06,3.2032607123255725e-06,2.3644730594824752e-06,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,support_plus_cv,5.4718926548957825e-05,7.858546450734138e-05,5.659900188911523e-05,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,graph_only_reuse,anchor_group_pack,0.01761438907124102,0.019713607989251612,0.13824825503373378,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,graph_only_reuse,device_payload_call_overhead,6.693624891340733e-05,9.346373844891785e-05,0.0005253556949012166,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,graph_only_reuse,dynamic_anchor_assembly,0.00016926205717027187,0.00023138548713177442,0.0013284698068476077,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,graph_only_reuse,dynamic_query_assembly,0.013437061104923487,0.015685010352171957,0.10546208801361773,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,graph_only_reuse,graph_call_overhead,1.8980354070663452e-06,2.6717782020568845e-06,1.4896916490142988e-05,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
