sample_id,package_total_power_W,layer_index,layer_id,bottom_plane_mean_temperature_K,top_plane_mean_temperature_K,top_minus_bottom_temperature_K,absolute_axial_temperature_drop_K,cv_mean_temperature_K,family_id,selection_bin
p1d_f05_high,13.0,6,silicon_die_upper,366.83212404683354,366.1254340663851,-0.7066899804484592,0.7066899804484592,366.80562297481094,f05_2000_20,high
p1d_f05_high,13.0,7,tim_to_spreader,366.1254340663851,364.7241808505979,-1.4012532157871647,1.4012532157871647,365.65584082391655,f05_2000_20,high
p1d_f05_high,13.0,8,spreader,364.7241808505979,364.4030348759678,-0.32114597463009886,0.32114597463009886,364.56797761113785,f05_2000_20,high
p1d_f06_low,10.0,0,pcb_fr4_equivalent,324.3034015475552,336.94782047721384,12.644418929658627,12.644418929658627,330.3545164733986,f06_2500_100,low
p1d_f06_low,10.0,1,bt_substrate_with_vias,336.94782047721384,341.59442967337935,4.646609196165514,4.646609196165514,339.04552264713925,f06_2500_100,low
p1d_f06_low,10.0,2,silicon_interposer_tsv_0p1,341.59442967337935,341.6010669025266,0.0066372291472589495,0.0066372291472589495,341.60549299416135,f06_2500_100,low
p1d_f06_low,10.0,3,bump_underfill_under_interposer,341.6010669025266,341.6293797251117,0.028312822585064623,0.028312822585064623,341.6260919865426,f06_2500_100,low
p1d_f06_low,10.0,4,silicon_die_lower,341.6293797251117,341.38608866386886,-0.24329106124281452,0.24329106124281452,341.64110053635545,f06_2500_100,low
p1d_f06_low,10.0,5,tim_between_dies,341.38608866386886,340.86490314814364,-0.5211855157252216,0.5211855157252216,341.22329424175354,f06_2500_100,low
p1d_f06_low,10.0,6,silicon_die_upper,340.86490314814364,340.3300637938148,-0.5348393543288239,0.5348393543288239,340.8452882180474,f06_2500_100,low
p1d_f06_low,10.0,7,tim_to_spreader,340.3300637938148,339.26878915721255,-1.0612746366022634,1.0612746366022634,339.97452013262046,f06_2500_100,low
p1d_f06_low,10.0,8,spreader,339.26878915721255,339.0255467626135,-0.24324239459906494,0.24324239459906494,339.15051066405886,f06_2500_100,low
p1d_f06_high,16.0,0,pcb_fr4_equivalent,338.88544247551465,359.116512762628,20.23107028711337,20.23107028711337,348.5672263567003,f06_2500_100,high
p1d_f06_high,16.0,1,bt_substrate_with_vias,359.116512762628,366.55108747640924,7.434574713781217,7.434574713781217,362.47283623447,f06_2500_100,high
p1d_f06_high,16.0,2,silicon_interposer_tsv_0p1,366.55108747640924,366.56170704304486,0.010619566635625688,0.010619566635625688,366.5687887896604,f06_2500_100,high
p1d_f06_high,16.0,3,bump_underfill_under_interposer,366.56170704304486,366.60700755918066,0.04530051613579644,0.04530051613579644,366.6017471774704,f06_2500_100,high
p1d_f06_high,16.0,4,silicon_die_lower,366.60700755918066,366.21774186119023,-0.38926569799042454,0.38926569799042454,366.6257608571705,f06_2500_100,high
p1d_f06_high,16.0,5,tim_between_dies,366.21774186119023,365.3838450360263,-0.8338968251639471,0.8338968251639471,365.9572707858042,f06_2500_100,high
p1d_f06_high,16.0,6,silicon_die_upper,365.3838450360263,364.5281020690995,-0.8557429669268117,0.8557429669268117,365.35246114787185,f06_2500_100,high
p1d_f06_high,16.0,7,tim_to_spreader,364.5281020690995,362.83006265053564,-1.6980394185638374,1.6980394185638374,363.9592322111881,f06_2500_100,high
p1d_f06_high,16.0,8,spreader,362.83006265053564,362.44087481918297,-0.38918783135267176,0.38918783135267176,362.64081706149165,f06_2500_100,high
p1d_f07_low,10.0,0,pcb_fr4_equivalent,316.9839245867968,334.654946179345,17.671021592548243,17.671021592548243,325.4419136848316,f07_2500_200,low
p1d_f07_low,10.0,1,bt_substrate_with_vias,334.654946179345,341.14698225811543,6.492036078770411,6.492036078770411,337.589861811534,f07_2500_200,low
p1d_f07_low,10.0,2,silicon_interposer_tsv_0p1,341.14698225811543,341.1561483511658,0.009166093050396285,0.009166093050396285,341.1680881250242,f07_2500_200,low
p1d_f07_low,10.0,3,bump_underfill_under_interposer,341.1561483511658,341.19522895839344,0.03908060722761775,0.03908060722761775,341.1968805900059,f07_2500_200,low
