sample_id,group_id,split_role,full_field_cv_rmse_K,full_field_cv_relative_rmse,full_field_max_abs_error_K,max_abs_layer_average_error_K,max_abs_layer_drop_error_K
p1g_g013_t0_b0_p1,p1g_g013,train,0.6460835602233518,0.011128657897587168,3.303031410372512,0.730439479885888,1.1050468494646566
p1g_g013_t0_b1_p0,p1g_g013,train,1.1113733541360968,0.03283730011086331,7.754539510277766,0.4766617366001924,2.599467405491339
p1g_g013_t0_b1_p1,p1g_g013,train,1.667060031150928,0.0328373001109436,11.631809265022696,0.7149926048745101,3.8992011081043643
p1g_g013_t1_b0_p0,p1g_g013,train,0.3770839498945689,0.013473121293012523,1.847577780437689,0.4907615834772514,0.6061659781904609
p1g_g013_t1_b0_p1,p1g_g013,train,0.5656259248355667,0.013473121293333465,2.7713666706551976,0.7361423752176393,0.9092489672890451
p1g_g013_t1_b1_p0,p1g_g013,train,0.841637944836609,0.033976778044878524,5.69781181573137,0.46502514223311664,1.9079475954112581
p1g_g013_t1_b1_p1,p1g_g013,train,1.2624569172160462,0.033976778045014,8.54671772330039,0.697537713352915,2.861921393018747
p1g_g014_t0_b0_p0,p1g_g014,train,0.4956053591146639,0.012788713822955015,3.381842321836757,0.4337407470671337,0.7363453607713382
p1g_g014_t0_b0_p1,p1g_g014,train,0.7434080386635082,0.012788713823250754,5.072763482756557,0.6506111206023775,1.1045180411203432
p1g_g014_t0_b1_p0,p1g_g014,train,1.1347320512103916,0.03348735855202099,6.8489938145237375,0.38995486853713146,2.6534499885138985
p1g_g014_t0_b1_p1,p1g_g014,train,1.7020980767643012,0.0334873585521629,10.273490721428573,0.5849323028097615,3.980174982634253
p1g_g014_t1_b0_p0,p1g_g014,train,0.4487859326249012,0.016004939818838614,3.386654269786959,0.4385098996594934,0.5894816145287223
p1g_g014_t1_b0_p1,p1g_g014,train,0.6731788989323844,0.016004939819282,5.079981404684304,0.6577648494907748,0.8842224217955845
p1g_g014_t1_b1_p0,p1g_g014,train,0.876070876889389,0.035303508721249065,5.006976633313059,0.40621599587120727,1.9421958882887225
p1g_g014_t1_b1_p1,p1g_g014,train,1.3141063152975478,0.035303508721497415,7.510464949704499,0.6093239938101078,2.9132938323317035
p1g_g015_t0_b0_p0,p1g_g015,train,0.5116983168435658,0.013209859254460157,3.639606908562712,0.4301548428456954,0.8023296981809835
p1g_g015_t0_b0_p1,p1g_g015,train,0.7675474752554808,0.0132098592547434,5.459410362852907,0.6452322642708737,1.203494547230605
p1g_g015_t0_b1_p0,p1g_g015,train,1.1611213273246852,0.034278730909215155,6.58590016848359,0.381472711509673,2.8207520967565642
p1g_g015_t0_b1_p1,p1g_g015,train,1.7416819909357895,0.0342787309093895,9.878850252403083,0.5722090672692843,4.231128144991089
p1g_g015_t1_b0_p0,p1g_g015,train,0.46410726202113683,0.01656069156027002,3.6452582141004655,0.4354675274963711,0.5827503876236051
p1g_g015_t1_b0_p1,p1g_g015,train,0.6961608930254196,0.016560691560693723,5.467887321161925,0.6532012912470577,0.8741255814046553
p1g_g015_t1_b1_p0,p1g_g015,train,0.8981209931097435,0.03620882248985852,4.864991545351927,0.39959952003067656,2.072657117341805
p1g_g015_t1_b1_p1,p1g_g015,train,1.347181489628708,0.036208822490162385,7.297487317782441,0.5993992800498518,3.1089856759053305
p1g_g016_t0_b0_p0,p1g_g016,train,0.46179891787648775,0.011915923811888534,2.434599780111853,0.4500446344409852,0.680991359909342
p1g_g016_t0_b0_p1,p1g_g016,train,0.6926983768071101,0.011915923812171006,3.651899670151579,0.6750669516626431,1.021487039830106
p1g_g016_t0_b1_p0,p1g_g016,train,1.0724373554760662,0.031649133193793165,7.32879283126141,0.40760383539424083,2.469291880838057
p1g_g016_t0_b1_p1,p1g_g016,train,1.6086560331651194,0.03164913319391713,10.99318924650811,0.611405753094914,3.7039378211304097
p1g_g016_t1_b0_p0,p1g_g016,train,0.41720243125379636,0.014878704035924914,2.4402097887536343,0.454662115932706,0.6038121092322513
p1g_g016_t1_b0_p1,p1g_g016,train,0.6258036468760718,0.01487870403633895,3.6603146831211575,0.681993173900139,0.9057181638505085
p1g_g016_t1_b1_p0,p1g_g016,train,0.8256870988828873,0.03327553012838904,5.360677660097792,0.4233334670637987,1.8069119419901085
p1g_g016_t1_b1_p1,p1g_g016,train,1.2385306482894554,0.03327553012861058,8.041016489855338,0.6350002005988244,2.710367912890831
p1g_g017_t0_b0_p0,p1g_g017,train,0.5210293058421487,0.013460905306987918,3.636800875602489,0.42729411023793773,0.7485273911451031
p1g_g017_t0_b0_p1,p1g_g017,train,0.7815439587535153,0.013460905307284948,5.455201313404018,0.6409411653586403,1.1227910866800812
p1g_g017_t0_b1_p0,p1g_g017,train,1.2039542561291225,0.035566073603468806,9.013087120503997,0.39040238426588303,2.6309313683937035
p1g_g017_t0_b1_p1,p1g_g017,train,1.8059313841391733,0.03556607360361952,13.519630680325633,0.5856035764005014,3.9463970524565752
p1g_g017_t1_b0_p0,p1g_g017,train,0.4714536634624419,0.01683991138320102,3.643361919345466,0.4329202497399933,0.5455228844829207
p1g_g017_t1_b0_p1,p1g_g017,train,0.7071804951880305,0.016839911383656807,5.465042879019109,0.649380374611269,0.8182843267272801
p1g_g017_t1_b1_p0,p1g_g017,train,0.9273430758837098,0.037419203551876314,6.835835759792303,0.3978394765612734,1.9321258904645333
p1g_g017_t1_b1_p1,p1g_g017,train,1.3910146137865849,0.03741920355213338,10.25375363938133,0.5967592148431891,2.898188835597125
p1g_g018_t0_b0_p0,p1g_g018,train,0.4242929116274235,0.010958082212492719,2.179981078303399,0.4957145456598937,0.6941124407313737
p1g_g018_t0_b0_p1,p1g_g018,train,0.6364393674319583,0.010958082212712482,3.2699716174541322,0.7435718184913753,1.0411686610622723
p1g_g018_t0_b1_p0,p1g_g018,train,1.0444120853704393,0.030847586554797322,6.6922866035376956,0.4558244295608347,2.464866883407808
p1g_g018_t0_b1_p1,p1g_g018,train,1.566618128006381,0.030847586554886022,10.038429904956956,0.6837366443446626,3.6973003249855196
p1g_g018_t1_b0_p0,p1g_g018,train,0.3770143634048586,0.013462913965725957,2.186445642752915,0.5000621019830191,0.5919381800382553
p1g_g018_t1_b0_p1,p1g_g018,train,0.5655215451019,0.013462913966069245,3.2796684641286333,0.7500931529762624,0.8879072700610777
p1g_g018_t1_b1_p0,p1g_g018,train,0.7966202461780607,0.032142708587396464,4.912839858996165,0.4706315303441784,1.8081060955886414
p1g_g018_t1_b1_p1,p1g_g018,train,1.1949303692311775,0.032142708587546066,7.369259788228703,0.7059472955194792,2.71215914329008
p1g_g019_t0_b0_p0,p1g_g019,train,0.4773712720542891,0.012320287314442466,2.6078623436641806,0.4705974206864312,0.7109235601574255
p1g_g019_t0_b0_p1,p1g_g019,train,0.7160569080735738,0.01232028731473227,3.911793515497095,0.7058961310314089,1.0663853402011227
p1g_g019_t0_b1_p0,p1g_g019,train,1.0758098551992712,0.03175424996467703,6.833248497728221,0.4304954857612415,2.5321407108619383
p1g_g019_t0_b1_p1,p1g_g019,train,1.6137147827506386,0.03175424996481703,10.249872746257608,0.6457432286456992,3.79821106616248
p1g_g019_t1_b0_p0,p1g_g019,train,0.4343978384089468,0.015496177672621899,2.6139233908514825,0.47496752158264144,0.5771288153441105
p1g_g019_t1_b0_p1,p1g_g019,train,0.6515967576081254,0.015496177673037409,3.920885086278247,0.7124512823755254,0.8656932230184111
p1g_g019_t1_b1_p0,p1g_g019,train,0.8329859538840777,0.03357751052425061,5.097574528193945,0.44538256772494833,1.8572196533445435
p1g_g019_t1_b1_p1,p1g_g019,train,1.249478930791565,0.0335775105244894,7.646361792041716,0.6680738515906341,2.785829479920494
p1g_g020_t0_b0_p0,p1g_g020,train,0.4716672730895848,0.012179814371791043,3.1711039962403333,0.40144937775636436,0.6271410922390146
p1g_g020_t0_b0_p1,p1g_g020,train,0.7075009096248164,0.012179814372044824,4.756655994356663,0.6021740666359392,0.9407116383255243
