sample_id,package_total_power_W,interface_index,interface_z_m,lower_layer,upper_layer,perfect_contact_temperature_jump_K,adjacent_plane_upper_minus_lower_K,family_id,selection_bin
p1d64b_f01_low_low_q4_67p5_80_a64_l0,3.7,7,0.003175,tim_to_spreader,spreader,0.0,-0.061542908602518764,f01_low_low,q4_67p5_80
p1d64b_f01_low_low_q4_67p5_80_a16_l1,3.7,0,0.0016,pcb_fr4_equivalent,bt_substrate_with_vias,0.0,1.0029746398500379,f01_low_low,q4_67p5_80
p1d64b_f01_low_low_q4_67p5_80_a16_l1,3.7,1,0.0026,bt_substrate_with_vias,silicon_interposer_tsv_0p1,0.0,0.16200436343956426,f01_low_low,q4_67p5_80
p1d64b_f01_low_low_q4_67p5_80_a16_l1,3.7,2,0.0026999999999999997,silicon_interposer_tsv_0p1,bump_underfill_under_interposer,0.0,0.0070116967913236294,f01_low_low,q4_67p5_80
p1d64b_f01_low_low_q4_67p5_80_a16_l1,3.7,3,0.0027749999999999997,bump_underfill_under_interposer,silicon_die_lower,0.0,0.0024856948757587816,f01_low_low,q4_67p5_80
p1d64b_f01_low_low_q4_67p5_80_a16_l1,3.7,4,0.0029249999999999996,silicon_die_lower,tim_between_dies,0.0,-0.13605283206550212,f01_low_low,q4_67p5_80
p1d64b_f01_low_low_q4_67p5_80_a16_l1,3.7,5,0.0029749999999999998,tim_between_dies,silicon_die_upper,0.0,-0.033935942598361635,f01_low_low,q4_67p5_80
p1d64b_f01_low_low_q4_67p5_80_a16_l1,3.7,6,0.0031249999999999997,silicon_die_upper,tim_to_spreader,0.0,-0.2804311836669058,f01_low_low,q4_67p5_80
p1d64b_f01_low_low_q4_67p5_80_a16_l1,3.7,7,0.003175,tim_to_spreader,spreader,0.0,-0.06104120236466315,f01_low_low,q4_67p5_80
p1d64b_f02_750_50_q1_30_42p5_a48_l0,2.8,0,0.0016,pcb_fr4_equivalent,bt_substrate_with_vias,0.0,1.0582705121033769,f02_750_50,q1_30_42p5
p1d64b_f02_750_50_q1_30_42p5_a48_l0,2.8,1,0.0026,bt_substrate_with_vias,silicon_interposer_tsv_0p1,0.0,0.17099053029841116,f02_750_50,q1_30_42p5
p1d64b_f02_750_50_q1_30_42p5_a48_l0,2.8,2,0.0026999999999999997,silicon_interposer_tsv_0p1,bump_underfill_under_interposer,0.0,0.007736587373472048,f02_750_50,q1_30_42p5
p1d64b_f02_750_50_q1_30_42p5_a48_l0,2.8,3,0.0027749999999999997,bump_underfill_under_interposer,silicon_die_lower,0.0,0.0027454098157591034,f02_750_50,q1_30_42p5
p1d64b_f02_750_50_q1_30_42p5_a48_l0,2.8,4,0.0029249999999999996,silicon_die_lower,tim_between_dies,0.0,-0.10025973656200904,f02_750_50,q1_30_42p5
p1d64b_f02_750_50_q1_30_42p5_a48_l0,2.8,5,0.0029749999999999998,tim_between_dies,silicon_die_upper,0.0,-0.02503197708455218,f02_750_50,q1_30_42p5
p1d64b_f02_750_50_q1_30_42p5_a48_l0,2.8,6,0.0031249999999999997,silicon_die_upper,tim_to_spreader,0.0,-0.20986538414183542,f02_750_50,q1_30_42p5
p1d64b_f02_750_50_q1_30_42p5_a48_l0,2.8,7,0.003175,tim_to_spreader,spreader,0.0,-0.04568139382934078,f02_750_50,q1_30_42p5
p1d64b_f02_750_50_q1_30_42p5_a64_l1,2.8,0,0.0016,pcb_fr4_equivalent,bt_substrate_with_vias,0.0,1.058564329920273,f02_750_50,q1_30_42p5
p1d64b_f02_750_50_q1_30_42p5_a64_l1,2.8,1,0.0026,bt_substrate_with_vias,silicon_interposer_tsv_0p1,0.0,0.1710698049325856,f02_750_50,q1_30_42p5
p1d64b_f02_750_50_q1_30_42p5_a64_l1,2.8,2,0.0026999999999999997,silicon_interposer_tsv_0p1,bump_underfill_under_interposer,0.0,0.007959477528402203,f02_750_50,q1_30_42p5
